user_id,discussion_involvement_ratio,hashtag_post_ratio,pct_url,pct_curse,reply_post_ratio,avg_post_length,total_posts,pct_not_high_factual,pct_not_high_credibility,pct_not_high_popularity,bias_mean,bias_variance,bias_distribution,side,composite_probability,composite_log_odds
343359.0,0.0121580547112462,0.0869565217391304,34.78260869565217,0.0,0.0,196.0434782608696,23,25.0,25.0,0.0,-0.375,0.046875,"[-0.5, 0.0, -0.5, -0.5]",0,0.5681029970878835,0.27411559455070844
549113.0,0.0514733308466989,0.0013218770654329,9.054857898215465,4.362194315928618,0.0,150.09319233311302,1513,54.34782608695652,23.91304347826087,10.869565217391305,-0.4074074074074074,0.1673525377229081,"[-0.5, -0.5, -0.5, -0.5, -1.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.0, 0.0, -0.5, -0.5, 0.0, 0.0, -0.5, -0.5, -0.5, 0.5, 0.5, -1.5, -0.5, -0.5, 0.0, 0.5, 0.0, -0.5, -0.5, -0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.0, 0.0, 0.0, -1.5, -0.5, -1.5, -0.5, 0.5, 0.0, -0.5, -0.5, 0.0, 0.0, -0.5, -0.5, 0.5, 0.5, -1.5, -0.5, -1.5, -0.5, -0.5, -0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.0, -0.5, -0.5, 0.0, -0.5, -0.5, 0.0, -0.5, -0.5, -1.5, 0.0, 0.0, -0.5, 0.0, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, 0.0, -0.5, 0.0, -0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.5, -0.5, 0.5, 0.0, -1.5, -0.5, 0.0]",1,0.9855560372652136,4.22292946330386
351788.0,0.1401869158878504,0.0,76.92307692307693,0.0,0.0,199.3846153846154,26,46.66666666666666,46.66666666666666,0.0,-0.4333333333333333,0.1622222222222221,"[0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, 0.0, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5]",0,0.8995456219286565,2.1921860964196154
1107003.0,0.0714285714285714,0.0714285714285714,28.57142857142857,7.142857142857142,0.0,195.5,14,100.0,100.0,100.0,-1.5,0.0,"[-1.5, -1.5]",1,0.9999754292636587,10.613929831720624
1036377.0,0.0516431924882629,0.0227272727272727,31.818181818181817,5.681818181818182,0.0,218.75,88,27.27272727272727,27.27272727272727,9.090909090909092,-0.5,0.1363636363636363,"[-0.5, -0.5, -1.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, 0.0, -0.5]",1,0.7886289643274182,1.3166808974701156
337866.0,0.1735015772870662,0.0,66.08695652173913,0.8695652173913043,0.0,211.8434782608696,115,29.09090909090909,18.181818181818183,34.54545454545455,-0.5092592592592593,0.3656550068587106,"[-0.5, 0.0, -1.5, -1.5, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, -1.5, -0.5, -1.5, 0.0, -0.5, -0.5, 0.0, -0.5, -0.5, 0.0, -1.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.5, 0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -1.5, 0.0, -1.5, -1.5, 0.5, -1.5, -0.5, 0.0, -1.5, 0.5, 0.5, -0.5, 0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.5]",1,0.9193918096779651,2.434112113750082
9219.0,0.15,0.0,75.0,0.0,0.0,106.25,4,0.0,0.0,100.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,0.9712847831962732,3.5211925293768065
292387.0,0.0258899676375404,0.0402476780185758,16.718266253869967,6.5015479876161,0.0,210.10216718266253,323,25.0,20.833333333333336,37.5,-0.6086956521739131,0.2816635160680529,"[-0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, -0.5, -0.5, -0.5, 0.0, -0.5, -1.5, -1.5, 0.0, -1.5, -0.5, 0.5, -1.5, -0.5]",1,0.9138985490963032,2.362193306010916
15933.0,0.0765432098765432,0.016260162601626,27.64227642276423,6.097560975609756,0.0,205.3089430894309,246,58.06451612903226,38.70967741935484,22.58064516129032,-0.7413793103448276,0.2348394768133174,"[-0.5, -0.5, -0.5, -0.5, -0.5, -1.5, -0.5, -1.5, -0.5, -0.5, -0.5, -1.5, -0.5, -1.5, -1.5, -0.5, -1.5, -0.5, -0.5, 0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, 0.0, -1.5, -0.5]",1,0.9823294923534535,4.018029768795894
47878.0,0.0082304526748971,0.0,50.0,0.0,0.0,96.75,4,100.0,0.0,0.0,-0.5,0.0,"[-0.5, -0.5]",1,0.9929225351018299,4.9437368716724
75685.0,0.0067114093959731,0.0,30.0,10.0,0.0,196.5,10,100.0,0.0,0.0,-0.5,0.0,"[-0.5, -0.5]",1,0.9778415886870686,3.7871305145034944
61482.0,0.0241545893719806,0.054054054054054,37.83783783783784,0.0,0.0,207.59459459459455,37,40.0,40.0,60.0,-0.7,0.16,"[-0.5, -1.5, -0.5, -0.5, -0.5]",1,0.9791158369735972,3.847658835460676
595945.0,0.0209790209790209,0.0,23.33333333333333,1.6666666666666667,0.0,221.16666666666663,60,22.22222222222222,22.22222222222222,22.22222222222222,-1.1111111111111112,0.3209876543209876,"[-1.5, -1.5, -0.5, -0.5, 0.0, -1.5, -1.5, -1.5, -1.5]",1,0.9497412389892032,2.9390046872652245
267730.0,0.0338983050847457,0.1111111111111111,27.77777777777778,0.0,0.0,183.38888888888889,18,100.0,100.0,0.0,-0.5,0.0,"[-0.5, -0.5]",1,0.9882563777636775,4.432631850920241
